id,location,fault_severity,severity_type,resource_type,event_count,unique_event_count,log_feature_count,unique_log_features,total_log_volume,mean_log_volume,max_log_volume,min_log_volume,date
4079,location 948,1,severity_type 1,resource_type 8,2,2,3,3,4,1.3333333333333333,2,1,2025-09-11
6603,location 619,1,severity_type 1,resource_type 8,1,1,2,2,59,29.5,31,28,2025-03-31
13308,location 846,1,severity_type 2,resource_type 8,1,1,2,2,6,3.0,4,2,2025-03-07
6614,location 469,0,severity_type 2,resource_type 2,2,2,17,17,421,24.764705882352946,77,1,2025-01-16
13172,location 694,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-11-12
11968,location 1019,0,severity_type 1,resource_type 8,2,2,6,6,46,7.666666666666667,18,1,2025-03-23
2486,location 653,0,severity_type 2,resource_type 8,1,1,2,2,12,6.0,6,6,2025-07-29
17244,location 415,1,severity_type 1,resource_type 2,3,3,6,6,10,1.6666666666666667,3,1,2025-06-16
5120,location 932,0,severity_type 1,resource_type 8,2,2,2,2,4,2.0,3,1,2025-03-01
465,location 684,2,severity_type 2,resource_type 8,1,1,2,2,58,29.0,42,16,2025-06-01
1778,location 667,2,severity_type 1,resource_type 8,1,1,2,2,16,8.0,8,8,2025-01-31
6951,location 1087,0,severity_type 1,resource_type 8,2,2,2,2,8,4.0,6,2,2025-03-06
17233,location 547,0,severity_type 1,resource_type 2,1,1,2,2,4,2.0,2,2,2025-02-20
14610,location 331,0,severity_type 4,resource_type 2,1,1,2,2,2,1.0,1,1,2025-10-28
15660,location 948,1,severity_type 1,resource_type 8,2,2,5,5,5,1.0,1,1,2025-07-27
2318,location 304,0,severity_type 1,resource_type 8,4,4,5,5,5,1.0,1,1,2025-12-04
9784,location 485,0,severity_type 2,resource_type 2,2,2,5,5,20,4.0,8,1,2025-06-09
2010,location 808,0,severity_type 1,resource_type 8,2,2,2,2,14,7.0,9,5,2025-03-15
17364,location 1099,0,severity_type 1,resource_type 8,1,1,2,2,22,11.0,16,6,2025-08-11
10417,location 1106,1,severity_type 2,resource_type 8,1,1,2,2,2,1.0,1,1,2025-12-06
8374,location 435,1,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-07-14
8800,location 1107,2,severity_type 1,resource_type 8,3,3,5,5,124,24.8,94,3,2025-01-07
5282,location 1015,1,severity_type 1,resource_type 8,1,1,2,2,11,5.5,6,5,2025-04-21
5422,location 604,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-12-04
484,location 1018,0,severity_type 1,resource_type 8,2,2,4,4,16,4.0,7,1,2025-07-09
270,location 479,0,severity_type 2,resource_type 2,2,2,4,4,69,17.25,41,1,2025-12-14
14016,location 744,1,severity_type 1,resource_type 8,1,1,2,2,3,1.5,2,1,2025-07-05
13011,location 378,0,severity_type 2,resource_type 2,2,2,2,2,5,2.5,3,2,2025-01-05
1131,location 495,0,severity_type 2,resource_type 2,2,2,14,14,429,30.642857142857142,109,1,2025-11-15
5052,location 124,0,severity_type 2,resource_type 2,2,2,6,6,12,2.0,3,1,2025-10-06
10694,location 1107,0,severity_type 1,resource_type 8,2,2,6,6,71,11.833333333333334,27,5,2025-09-19
17268,location 599,2,severity_type 2,resource_type 8,1,1,2,2,61,30.5,49,12,2025-12-21
12621,location 514,0,severity_type 2,resource_type 2,2,2,2,2,23,11.5,14,9,2025-03-13
10526,location 684,0,severity_type 1,resource_type 8,2,2,3,3,45,15.0,32,1,2025-11-27
4148,location 1021,1,severity_type 1,resource_type 8,1,1,6,6,16,2.6666666666666665,6,1,2025-03-26
1213,location 197,0,severity_type 1,resource_type 2,3,3,3,3,3,1.0,1,1,2025-12-21
18403,location 9,0,severity_type 2,resource_type 8,1,1,2,2,5,2.5,3,2,2025-03-11
6575,location 931,0,severity_type 2,resource_type 8,1,1,2,2,3,1.5,2,1,2025-07-20
12043,location 126,0,severity_type 2,resource_type 2,2,2,6,6,27,4.5,9,2,2025-10-16
8942,location 169,0,severity_type 2,resource_type 2,3,3,3,3,11,3.6666666666666665,5,1,2025-01-29
8245,location 443,1,severity_type 1,resource_type 2,3,3,7,7,7,1.0,1,1,2025-01-25
3088,location 738,0,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-11-07
12640,location 690,0,severity_type 1,resource_type 2,1,1,1,1,1,1.0,1,1,2025-01-23
5913,location 778,1,severity_type 1,resource_type 8,2,2,4,4,22,5.5,10,2,2025-08-13
3726,location 1030,0,severity_type 4,resource_type 8,1,1,1,1,2,2.0,2,2,2025-12-09
9740,location 239,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-08-13
11856,location 496,0,severity_type 2,resource_type 2,2,2,9,9,426,47.333333333333336,163,1,2025-06-25
503,location 962,1,severity_type 2,resource_type 8,1,1,2,2,25,12.5,24,1,2025-06-02
6633,location 73,1,severity_type 1,resource_type 8,3,3,5,5,10,2.0,3,1,2025-08-21
8564,location 497,0,severity_type 2,resource_type 2,2,2,6,6,358,59.66666666666666,135,1,2025-07-28
9487,location 938,0,severity_type 2,resource_type 8,1,1,2,2,21,10.5,13,8,2025-07-03
768,location 474,0,severity_type 2,resource_type 2,2,2,4,4,7,1.75,3,1,2025-02-26
10798,location 816,1,severity_type 2,resource_type 7,3,3,4,4,4,1.0,1,1,2025-08-30
12762,location 775,0,severity_type 1,resource_type 8,2,2,2,2,16,8.0,14,2,2025-09-28
16063,location 584,0,severity_type 1,resource_type 8,1,1,2,2,5,2.5,4,1,2025-09-16
10068,location 808,0,severity_type 1,resource_type 8,2,2,4,4,25,6.25,19,1,2025-01-28
14462,location 1010,0,severity_type 1,resource_type 8,1,1,2,2,4,2.0,2,2,2025-09-14
7769,location 653,2,severity_type 1,resource_type 8,2,2,4,4,52,13.0,28,4,2025-09-24
1942,location 640,0,severity_type 4,resource_type 2,1,1,1,1,2,2.0,2,2,2025-03-08
13864,location 1049,0,severity_type 2,resource_type 8,1,1,1,1,1,1.0,1,1,2025-11-06
9023,location 1073,0,severity_type 2,resource_type 8,1,1,2,2,2,1.0,1,1,2025-07-11
6273,location 994,0,severity_type 1,resource_type 8,1,1,2,2,4,2.0,2,2,2025-06-22
16816,location 816,1,severity_type 2,resource_type 7,4,4,4,4,5,1.25,2,1,2025-09-21
8142,location 809,0,severity_type 1,resource_type 8,2,2,2,2,6,3.0,4,2,2025-07-06
2835,location 126,0,severity_type 2,resource_type 2,2,2,8,8,46,5.75,9,3,2025-07-18
12153,location 976,1,severity_type 1,resource_type 8,2,2,4,4,17,4.25,8,1,2025-04-24
14395,location 159,0,severity_type 1,resource_type 2,2,2,7,7,7,1.0,1,1,2025-12-05
13885,location 562,1,severity_type 1,resource_type 2,2,2,4,4,10,2.5,4,1,2025-12-20
3207,location 491,0,severity_type 2,resource_type 2,2,2,2,2,5,2.5,3,2,2025-02-17
16925,location 840,2,severity_type 1,resource_type 8,1,1,3,3,13,4.333333333333333,10,1,2025-09-25
12054,location 825,1,severity_type 1,resource_type 8,2,2,2,2,11,5.5,6,5,2025-01-09
12325,location 88,1,severity_type 1,resource_type 2,1,1,2,2,4,2.0,2,2,2025-05-15
10614,location 834,1,severity_type 2,resource_type 8,1,1,2,2,10,5.0,8,2,2025-12-21
6126,location 508,0,severity_type 2,resource_type 2,2,2,2,2,33,16.5,20,13,2025-03-05
16296,location 805,0,severity_type 1,resource_type 8,2,2,5,5,7,1.4,2,1,2025-05-18
17564,location 496,0,severity_type 2,resource_type 2,2,2,9,9,133,14.77777777777778,47,1,2025-03-22
4443,location 514,0,severity_type 2,resource_type 2,2,2,2,2,475,237.5,263,212,2025-09-23
1824,location 800,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-06-19
5393,location 670,1,severity_type 1,resource_type 8,1,1,4,4,18,4.5,8,1,2025-08-05
2217,location 793,0,severity_type 1,resource_type 8,1,1,2,2,34,17.0,25,9,2025-12-11
8732,location 124,0,severity_type 2,resource_type 2,2,2,6,6,30,5.0,6,4,2025-07-10
4391,location 506,0,severity_type 2,resource_type 2,2,2,4,4,89,22.25,48,2,2025-09-25
2148,location 613,1,severity_type 1,resource_type 8,2,2,2,2,13,6.5,10,3,2025-02-05
9154,location 300,1,severity_type 2,resource_type 2,2,2,2,2,4,2.0,2,2,2025-03-20
2516,location 823,0,severity_type 1,resource_type 8,2,2,3,3,104,34.666666666666664,61,6,2025-12-12
840,location 88,1,severity_type 4,resource_type 3,1,1,2,2,2,1.0,1,1,2025-11-10
3263,location 418,1,severity_type 2,resource_type 2,2,2,2,2,3,1.5,2,1,2025-08-28
10571,location 793,0,severity_type 1,resource_type 8,1,1,2,2,81,40.5,53,28,2025-05-19
17342,location 1042,0,severity_type 2,resource_type 8,1,1,1,1,6,6.0,6,6,2025-03-14
5785,location 102,0,severity_type 2,resource_type 2,2,2,8,8,54,6.75,16,1,2025-11-07
17305,location 641,0,severity_type 1,resource_type 2,2,2,4,4,6,1.5,2,1,2025-10-14
5172,location 169,0,severity_type 4,resource_type 2,1,1,1,1,6,6.0,6,6,2025-03-30
196,location 782,0,severity_type 1,resource_type 8,1,1,2,2,4,2.0,2,2,2025-08-04
5483,location 470,0,severity_type 2,resource_type 2,2,2,4,4,10,2.5,4,1,2025-08-14
9974,location 773,0,severity_type 2,resource_type 8,1,1,3,3,7,2.333333333333333,4,1,2025-06-24
5310,location 834,1,severity_type 1,resource_type 8,2,2,3,3,13,4.333333333333333,10,1,2025-12-05
16001,location 254,0,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-02-15
679,location 734,1,severity_type 1,resource_type 8,2,2,3,3,24,8.0,21,1,2025-04-05
16485,location 244,0,severity_type 2,resource_type 2,2,2,2,2,42,21.0,22,20,2025-02-04
9054,location 296,0,severity_type 2,resource_type 2,2,2,2,2,9,4.5,5,4,2025-09-10
11446,location 1097,1,severity_type 1,resource_type 8,1,1,2,2,5,2.5,3,2,2025-08-24
16975,location 284,1,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-12-27
11155,location 91,0,severity_type 2,resource_type 2,2,2,8,8,159,19.875,52,1,2025-07-17
16921,location 766,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-02-24
5784,location 1019,2,severity_type 1,resource_type 1,5,5,8,8,132,16.5,64,1,2025-06-14
11599,location 803,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-02-02
13808,location 1052,2,severity_type 2,resource_type 8,1,1,4,4,18,4.5,9,1,2025-09-02
17682,location 325,0,severity_type 2,resource_type 2,2,2,3,3,3,1.0,1,1,2025-09-04
5609,location 1100,2,severity_type 1,resource_type 8,2,2,5,5,72,14.4,57,1,2025-11-10
15004,location 181,1,severity_type 2,resource_type 2,1,1,2,2,2,1.0,1,1,2025-05-05
5030,location 1042,2,severity_type 2,resource_type 8,1,1,2,2,14,7.0,8,6,2025-04-24
18449,location 173,0,severity_type 4,resource_type 2,1,1,2,2,2,1.0,1,1,2025-01-27
17370,location 866,2,severity_type 1,resource_type 8,1,1,8,8,44,5.5,17,1,2025-06-01
11689,location 310,0,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-06-23
13460,location 945,1,severity_type 1,resource_type 8,1,1,2,2,6,3.0,4,2,2025-10-03
18527,location 135,1,severity_type 1,resource_type 2,3,3,6,6,7,1.1666666666666667,2,1,2025-10-03
1071,location 445,0,severity_type 2,resource_type 2,2,2,2,2,6,3.0,3,3,2025-02-21
14536,location 984,1,severity_type 1,resource_type 6,3,3,2,2,5,2.5,4,1,2025-04-15
444,location 326,1,severity_type 2,resource_type 2,2,2,4,4,8,2.0,3,1,2025-07-06
17240,location 1100,2,severity_type 1,resource_type 8,2,2,5,5,114,22.8,78,2,2025-05-03
1444,location 1052,1,severity_type 1,resource_type 8,2,2,4,4,9,2.25,3,1,2025-01-10
4903,location 457,0,severity_type 2,resource_type 2,2,2,8,8,86,10.75,26,1,2025-11-05
8831,location 1008,0,severity_type 2,resource_type 8,1,1,2,2,60,30.0,57,3,2025-09-24
15613,location 653,0,severity_type 1,resource_type 8,2,2,4,4,69,17.25,46,3,2025-07-09
15681,location 707,0,severity_type 2,resource_type 9,2,2,3,3,4,1.3333333333333333,2,1,2025-04-26
15917,location 91,0,severity_type 2,resource_type 2,2,2,2,2,478,239.0,270,208,2025-11-04
13650,location 732,0,severity_type 1,resource_type 8,1,1,2,2,6,3.0,3,3,2025-01-13
15137,location 149,0,severity_type 2,resource_type 2,2,2,5,5,5,1.0,1,1,2025-06-12
15071,location 943,1,severity_type 1,resource_type 8,2,2,3,3,9,3.0,4,2,2025-10-20
17838,location 481,0,severity_type 2,resource_type 2,2,2,4,4,111,27.75,29,27,2025-12-14
16197,location 891,0,severity_type 1,resource_type 8,1,1,2,2,25,12.5,14,11,2025-04-02
11374,location 893,0,severity_type 1,resource_type 2,4,4,7,7,63,9.0,15,1,2025-08-26
6729,location 894,0,severity_type 1,resource_type 2,3,3,6,6,33,5.5,8,1,2025-03-11
1678,location 120,0,severity_type 4,resource_type 2,1,1,2,2,2,1.0,1,1,2025-02-12
13983,location 505,0,severity_type 2,resource_type 2,2,2,5,5,146,29.2,71,2,2025-05-09
489,location 72,1,severity_type 2,resource_type 8,1,1,2,2,2,1.0,1,1,2025-11-20
7677,location 418,0,severity_type 4,resource_type 2,1,1,1,1,4,4.0,4,4,2025-09-09
9002,location 925,0,severity_type 1,resource_type 8,1,1,3,3,10,3.333333333333333,8,1,2025-06-28
4511,location 646,1,severity_type 1,resource_type 8,1,1,3,3,7,2.333333333333333,3,1,2025-04-14
15976,location 1091,0,severity_type 1,resource_type 8,3,3,4,4,4,1.0,1,1,2025-02-21
7573,location 797,1,severity_type 1,resource_type 8,1,1,6,6,18,3.0,7,1,2025-04-09
14009,location 376,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-02-25
1749,location 641,1,severity_type 1,resource_type 2,1,1,2,2,3,1.5,2,1,2025-03-10
14680,location 1075,0,severity_type 2,resource_type 8,1,1,1,1,12,12.0,12,12,2025-09-08
17897,location 475,0,severity_type 2,resource_type 2,2,2,2,2,47,23.5,24,23,2025-02-18
12479,location 1107,1,severity_type 1,resource_type 8,2,2,4,4,14,3.5,4,3,2025-01-18
10638,location 527,0,severity_type 2,resource_type 2,1,1,1,1,1,1.0,1,1,2025-07-17
8693,location 892,0,severity_type 1,resource_type 2,2,2,4,4,100,25.0,95,1,2025-04-15
8335,location 684,2,severity_type 1,resource_type 8,2,2,3,3,85,28.33333333333333,46,1,2025-06-15
9836,location 957,0,severity_type 2,resource_type 8,1,1,2,2,3,1.5,2,1,2025-02-21
213,location 497,0,severity_type 2,resource_type 2,2,2,4,4,406,101.5,154,66,2025-03-18
207,location 506,0,severity_type 2,resource_type 2,2,2,4,4,233,58.25,123,3,2025-06-10
8368,location 1053,0,severity_type 2,resource_type 8,1,1,1,1,2,2.0,2,2,2025-09-09
14328,location 704,2,severity_type 1,resource_type 8,2,2,3,3,33,11.0,19,1,2025-06-01
1803,location 1023,0,severity_type 2,resource_type 8,1,1,1,1,2,2.0,2,2,2025-07-17
3962,location 506,0,severity_type 2,resource_type 2,2,2,4,4,33,8.25,18,1,2025-07-10
5825,location 122,0,severity_type 2,resource_type 2,2,2,8,8,40,5.0,12,1,2025-04-09
4676,location 161,0,severity_type 4,resource_type 2,1,1,1,1,2,2.0,2,2,2025-04-13
7467,location 518,0,severity_type 2,resource_type 2,2,2,5,5,21,4.2,8,1,2025-06-05
5721,location 495,0,severity_type 2,resource_type 2,2,2,17,17,380,22.352941176470587,98,1,2025-01-12
9589,location 734,1,severity_type 1,resource_type 8,2,2,4,4,20,5.0,10,2,2025-09-08
5320,location 1019,2,severity_type 1,resource_type 8,2,2,4,4,75,18.75,64,1,2025-08-13
8972,location 998,0,severity_type 1,resource_type 8,1,1,4,4,12,3.0,5,1,2025-04-22
5417,location 918,1,severity_type 1,resource_type 8,1,1,2,2,5,2.5,4,1,2025-05-17
4487,location 938,0,severity_type 1,resource_type 8,1,1,2,2,26,13.0,14,12,2025-04-30
16035,location 152,0,severity_type 4,resource_type 2,1,1,1,1,2,2.0,2,2,2025-08-26
14132,location 102,0,severity_type 4,resource_type 2,1,1,4,4,4,1.0,1,1,2025-10-05
16266,location 122,0,severity_type 2,resource_type 2,2,2,6,6,16,2.6666666666666665,4,1,2025-02-09
12742,location 280,1,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-05-31
12998,location 288,0,severity_type 2,resource_type 2,2,2,2,2,4,2.0,2,2,2025-01-06
8328,location 953,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-06-15
11923,location 350,1,severity_type 2,resource_type 2,2,2,3,3,3,1.0,1,1,2025-04-01
5371,location 704,1,severity_type 2,resource_type 8,1,1,2,2,4,2.0,2,2,2025-05-03
15099,location 1019,0,severity_type 2,resource_type 8,1,1,1,1,1,1.0,1,1,2025-06-16
15237,location 33,1,severity_type 5,resource_type 3,1,1,3,3,3,1.0,1,1,2025-04-29
15134,location 1061,0,severity_type 1,resource_type 8,2,2,3,3,12,4.0,8,2,2025-05-24
6162,location 821,2,severity_type 1,resource_type 8,2,2,4,4,23,5.75,13,1,2025-10-07
16660,location 1099,0,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-10-23
14687,location 742,0,severity_type 1,resource_type 8,3,3,5,5,717,143.4,349,1,2025-01-03
8488,location 826,2,severity_type 1,resource_type 8,2,2,1,1,4,4.0,4,4,2025-05-18
624,location 165,1,severity_type 2,resource_type 2,1,1,2,2,2,1.0,1,1,2025-11-06
14426,location 793,0,severity_type 1,resource_type 8,1,1,2,2,15,7.5,11,4,2025-07-13
7855,location 834,2,severity_type 1,resource_type 8,2,2,3,3,36,12.0,20,2,2025-03-16
12538,location 976,1,severity_type 2,resource_type 8,1,1,2,2,6,3.0,4,2,2025-08-05
10795,location 810,2,severity_type 2,resource_type 8,1,1,5,5,41,8.2,20,1,2025-02-22
13979,location 533,0,severity_type 4,resource_type 3,2,2,3,3,5,1.6666666666666667,2,1,2025-01-08
6465,location 800,0,severity_type 1,resource_type 8,1,1,2,2,6,3.0,4,2,2025-08-19
5648,location 292,0,severity_type 2,resource_type 2,2,2,4,4,12,3.0,4,1,2025-07-08
11932,location 338,0,severity_type 4,resource_type 2,1,1,2,2,2,1.0,1,1,2025-10-04
9048,location 957,2,severity_type 2,resource_type 8,1,1,2,2,8,4.0,4,4,2025-05-06
13340,location 810,0,severity_type 1,resource_type 8,2,2,4,4,21,5.25,8,3,2025-11-08
477,location 1042,1,severity_type 2,resource_type 8,1,1,2,2,25,12.5,23,2,2025-06-03
5989,location 1075,2,severity_type 1,resource_type 8,3,3,4,4,14,3.5,8,1,2025-09-27
13341,location 102,0,severity_type 2,resource_type 2,2,2,4,4,24,6.0,6,6,2025-02-06
3063,location 653,2,severity_type 1,resource_type 8,2,2,4,4,260,65.0,170,8,2025-02-05
8427,location 126,0,severity_type 2,resource_type 2,2,2,8,8,16,2.0,3,1,2025-10-13
4573,location 664,0,severity_type 1,resource_type 8,1,1,2,2,3,1.5,2,1,2025-11-01
8371,location 830,2,severity_type 1,resource_type 8,1,1,4,4,7,1.75,3,1,2025-12-10
18203,location 798,0,severity_type 2,resource_type 8,1,1,1,1,6,6.0,6,6,2025-04-29
14179,location 836,0,severity_type 2,resource_type 8,1,1,2,2,9,4.5,5,4,2025-01-09
11179,location 1107,0,severity_type 1,resource_type 8,2,2,3,3,31,10.333333333333334,22,2,2025-12-24
1107,location 1107,1,severity_type 1,resource_type 8,2,2,4,4,36,9.0,28,2,2025-08-08
4261,location 443,0,severity_type 1,resource_type 2,2,2,2,2,2,1.0,1,1,2025-04-01
5280,location 1,1,severity_type 1,resource_type 8,2,2,4,4,13,3.25,6,1,2025-10-06
11386,location 356,0,severity_type 2,resource_type 2,2,2,6,6,6,1.0,1,1,2025-11-26
8288,location 1061,1,severity_type 2,resource_type 8,1,1,2,2,6,3.0,5,1,2025-04-14
16576,location 853,1,severity_type 2,resource_type 8,1,1,2,2,2,1.0,1,1,2025-10-08
3857,location 834,2,severity_type 1,resource_type 8,2,2,2,2,24,12.0,15,9,2025-10-15
16583,location 348,0,severity_type 1,resource_type 2,2,2,3,3,4,1.3333333333333333,2,1,2025-07-03
17339,location 234,1,severity_type 1,resource_type 8,2,2,2,2,3,1.5,2,1,2025-08-19
15194,location 283,0,severity_type 2,resource_type 2,2,2,2,2,4,2.0,3,1,2025-04-09
10161,location 1007,0,severity_type 1,resource_type 2,2,2,1,1,1,1.0,1,1,2025-12-06
11737,location 615,0,severity_type 1,resource_type 2,2,2,6,6,112,18.666666666666668,42,2,2025-12-25
17252,location 118,0,severity_type 2,resource_type 2,2,2,2,2,41,20.5,22,19,2025-12-25
17424,location 402,1,severity_type 2,resource_type 2,2,2,6,6,8,1.3333333333333333,2,1,2025-09-27
5764,location 629,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-01-16
11686,location 945,1,severity_type 1,resource_type 8,2,2,3,3,8,2.6666666666666665,4,1,2025-05-14
17187,location 798,1,severity_type 2,resource_type 8,1,1,2,2,49,24.5,32,17,2025-06-12
5169,location 1099,0,severity_type 1,resource_type 8,1,1,4,4,9,2.25,4,1,2025-12-17
3760,location 899,0,severity_type 1,resource_type 2,3,3,5,5,6,1.2,2,1,2025-07-19
16116,location 126,0,severity_type 2,resource_type 2,2,2,7,7,28,4.0,6,2,2025-07-15
5121,location 236,0,severity_type 1,resource_type 8,2,2,4,4,5,1.25,2,1,2025-02-23
14038,location 973,0,severity_type 1,resource_type 2,1,1,1,1,1,1.0,1,1,2025-10-17
17034,location 102,0,severity_type 2,resource_type 2,2,2,12,12,22,1.8333333333333333,3,1,2025-05-03
16965,location 734,1,severity_type 1,resource_type 8,3,3,4,4,38,9.5,20,1,2025-02-03
16946,location 497,0,severity_type 2,resource_type 2,2,2,7,7,395,56.42857142857143,171,1,2025-12-27
3842,location 1027,0,severity_type 1,resource_type 2,1,1,1,1,1,1.0,1,1,2025-03-11
6978,location 149,0,severity_type 2,resource_type 2,2,2,6,6,137,22.83333333333333,40,9,2025-01-06
15292,location 498,0,severity_type 2,resource_type 2,2,2,10,10,164,16.4,48,1,2025-01-29
14428,location 499,0,severity_type 2,resource_type 2,2,2,3,3,7,2.333333333333333,3,2,2025-06-15
13698,location 810,1,severity_type 1,resource_type 8,2,2,4,4,16,4.0,13,1,2025-02-07
15951,location 734,2,severity_type 1,resource_type 8,2,2,6,6,83,13.833333333333334,46,2,2025-11-04
7283,location 222,0,severity_type 2,resource_type 2,2,2,4,4,4,1.0,1,1,2025-07-07
9362,location 400,1,severity_type 1,resource_type 2,3,3,4,4,5,1.25,2,1,2025-04-29
16942,location 155,0,severity_type 1,resource_type 2,3,3,5,5,26,5.2,12,1,2025-01-02
13751,location 767,0,severity_type 1,resource_type 6,2,2,2,2,5,2.5,3,2,2025-06-25
7796,location 416,1,severity_type 2,resource_type 2,2,2,2,2,4,2.0,3,1,2025-02-25
12090,location 921,1,severity_type 2,resource_type 8,1,1,2,2,34,17.0,32,2,2025-12-23
10721,location 1042,1,severity_type 2,resource_type 8,1,1,2,2,12,6.0,10,2,2025-04-17
16151,location 704,0,severity_type 2,resource_type 8,1,1,4,4,4,1.0,1,1,2025-06-23
16089,location 721,2,severity_type 1,resource_type 8,1,1,3,3,18,6.0,9,1,2025-01-07
15350,location 1018,0,severity_type 2,resource_type 8,1,1,1,1,1,1.0,1,1,2025-02-17
3119,location 509,0,severity_type 2,resource_type 2,2,2,3,3,13,4.333333333333333,9,2,2025-03-17
7503,location 1010,1,severity_type 1,resource_type 8,1,1,3,3,12,4.0,5,2,2025-01-19
15878,location 601,0,severity_type 4,resource_type 8,2,2,1,1,1,1.0,1,1,2025-09-22
6098,location 504,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-12-12
14995,location 147,1,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-12-26
8036,location 1014,0,severity_type 1,resource_type 6,1,1,2,2,2,1.0,1,1,2025-04-08
3772,location 613,0,severity_type 2,resource_type 8,2,2,2,2,7,3.5,4,3,2025-10-15
5304,location 1019,1,severity_type 2,resource_type 8,1,1,2,2,10,5.0,8,2,2025-07-03
6598,location 496,0,severity_type 2,resource_type 2,2,2,13,13,294,22.615384615384617,86,1,2025-01-17
8600,location 91,0,severity_type 2,resource_type 2,2,2,4,4,6,1.5,2,1,2025-02-03
8947,location 818,1,severity_type 1,resource_type 8,1,1,4,4,106,26.5,51,1,2025-07-19
4254,location 1018,0,severity_type 1,resource_type 8,2,2,4,4,5,1.25,2,1,2025-06-04
1441,location 549,0,severity_type 1,resource_type 8,3,3,4,4,16,4.0,7,1,2025-01-04
6448,location 475,0,severity_type 2,resource_type 2,2,2,2,2,4,2.0,3,1,2025-12-06
16374,location 460,0,severity_type 2,resource_type 2,2,2,6,6,12,2.0,4,1,2025-09-24
17841,location 763,0,severity_type 2,resource_type 8,1,1,3,3,7,2.333333333333333,3,2,2025-07-03
15895,location 889,0,severity_type 1,resource_type 2,1,1,1,1,1,1.0,1,1,2025-12-27
13025,location 250,0,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-12-21
1271,location 410,0,severity_type 4,resource_type 2,1,1,2,2,2,1.0,1,1,2025-12-22
4285,location 102,0,severity_type 2,resource_type 2,2,2,4,4,11,2.75,5,1,2025-04-05
18395,location 846,0,severity_type 2,resource_type 8,1,1,2,2,28,14.0,20,8,2025-11-18
938,location 1107,2,severity_type 2,resource_type 8,1,1,2,2,3,1.5,2,1,2025-07-04
15310,location 909,0,severity_type 1,resource_type 6,2,2,3,3,3,1.0,1,1,2025-09-23
10601,location 488,0,severity_type 2,resource_type 2,2,2,6,6,41,6.833333333333333,20,1,2025-11-10
11739,location 95,0,severity_type 2,resource_type 2,2,2,4,4,36,9.0,10,8,2025-03-01
8799,location 505,0,severity_type 2,resource_type 2,2,2,6,6,146,24.33333333333333,72,1,2025-06-13
11306,location 494,0,severity_type 2,resource_type 2,2,2,6,6,221,36.833333333333336,74,7,2025-02-17
9682,location 815,1,severity_type 1,resource_type 8,1,1,3,3,44,14.666666666666666,19,7,2025-04-13
4410,location 445,0,severity_type 2,resource_type 2,2,2,2,2,30,15.0,15,15,2025-05-31
3035,location 1088,1,severity_type 1,resource_type 6,2,2,2,2,4,2.0,2,2,2025-11-09
12839,location 705,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-11-11
9887,location 469,0,severity_type 2,resource_type 2,2,2,11,11,212,19.272727272727277,33,2,2025-05-23
10320,location 357,0,severity_type 2,resource_type 2,1,1,2,2,2,1.0,1,1,2025-05-01
7048,location 447,1,severity_type 1,resource_type 2,3,3,7,7,17,2.4285714285714284,5,1,2025-07-13
15494,location 1,0,severity_type 1,resource_type 8,2,2,2,2,3,1.5,2,1,2025-11-29
18463,location 229,1,severity_type 1,resource_type 2,2,2,5,5,5,1.0,1,1,2025-12-23
8406,location 877,0,severity_type 1,resource_type 9,2,2,2,2,6,3.0,3,3,2025-03-24
5192,location 881,0,severity_type 1,resource_type 2,4,4,3,3,3,1.0,1,1,2025-03-10
6516,location 469,0,severity_type 2,resource_type 2,2,2,18,18,129,7.166666666666667,30,2,2025-09-15
5909,location 638,1,severity_type 1,resource_type 2,2,2,4,4,10,2.5,3,2,2025-04-21
92,location 600,0,severity_type 2,resource_type 8,1,1,1,1,12,12.0,12,12,2025-03-14
2624,location 855,0,severity_type 2,resource_type 8,1,1,2,2,2,1.0,1,1,2025-01-12
1434,location 512,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-05-28
